ward_num,year,flood_count,ward_name,area_km2,sewer_len_km,mean_install_year,mean_diameter,old_sewer_km,pct_old_sewer,pct_small_diam,river_len_km,river_sewer_overlap_km,sewer_density,river_density,sewer_age,weak_sewer_km,river_x_weaksewer,precip_mm,rain_mm,snow_cm,heavy_days,precip_hours,river_x_heavy,weaksewer_x_heavy,riveroverlap_x_heavy
11,2005,483.0,University-Rosedale,13.594704244626001,5.634714738256236,1966.3407826269856,3646.281200108154,0.022988246617577247,0.004079753401090784,0.05122563201500643,20.752800773694148,2.480038275193153,0.4144786555752873,1.5265356568457713,55.65921737301437,0.022988246617577247,0.0062278890379028895,733.1,548.6,137.34,2,1130.0,3.0530713136915426,0.04597649323515449,4.960076550386306
12,2005,239.0,Toronto-St. Paul's,13.119079184322695,7.99810887469478,1949.5318307951115,2727.6797383868216,4.0724362100101255,0.5091748904412777,0.011236179073602299,19.110091759399243,6.210414702472509,0.6096547449955576,1.45666410659643,72.46816920488845,4.0724362100101255,0.741696786885979,733.1,548.6,137.34,2,1130.0,2.91332821319286,8.144872420020251,12.420829404945017
13,2005,448.0,Toronto Centre,5.861978760190288,13.451075980318636,1943.92133419495,2557.076052524731,5.597445399401714,0.41613365411003495,0.01613878249527002,18.62655068739639,7.897617470483735,2.294630623991206,3.177519306943334,78.07866580504992,5.597445399401714,1.3222727202035154,733.1,548.6,137.34,2,1130.0,6.355038613886668,11.194890798803428,15.79523494096747
14,2005,230.0,Toronto-Danforth,21.798055615035086,23.589900903412374,1947.1588684438966,2868.454104266577,11.17001854690989,0.4735084980918297,0.006614523328547946,24.091682221342307,6.592037691748661,1.0822020697635697,1.1052216145703015,74.84113155610339,11.17001854690989,0.5233318267738106,733.1,548.6,137.34,2,1130.0,2.210443229140603,22.34003709381978,13.184075383497323
15,2005,306.0,Don Valley West,30.29144696302436,29.26589381381763,1946.766889130305,1968.9721483159524,24.795875894849836,0.8472618691434834,0.23243206828997962,28.387162823286722,9.836011594357993,0.9661438045380076,0.9371345930730174,75.23311086969511,24.795875894849836,0.7939984069660625,733.1,548.6,137.34,2,1130.0,1.8742691861460348,49.59175178969967,19.672023188715986
16,2005,397.0,Don Valley East,22.961197918113417,13.878017333710863,1958.3321017754122,1235.0184943198562,11.944627209662139,0.860686863436007,0.1738105748566399,24.213762537486556,7.582434340982408,0.6044117290049097,1.0545513619907882,63.667898224587816,11.944627209662139,0.9076385040840207,733.1,548.6,137.34,2,1130.0,2.1091027239815765,23.889254419324278,15.164868681964816
17,2005,379.0,Don Valley North,24.416753467633473,12.97606063006196,1961.6187924323604,1032.1304208420622,6.132698743234943,0.4726163754989838,0.42184089960364424,0.0,0.0,0.531440866913894,0.0,60.38120756763965,6.132698743234943,0.0,733.1,548.6,137.34,2,1130.0,0.0,12.265397486469887,0.0
18,2005,194.0,Willowdale,19.75882362539992,3.193125226900896,1960.4788516251642,1054.2434135288302,1.9030665605984192,0.5959887024053391,0.3467135321791051,0.0,0.0,0.16160502707236787,0.0,61.521148374835775,1.9030665605984192,0.0,733.1,548.6,137.34,2,1130.0,0.0,3.8061331211968383,0.0
19,2005,180.0,Beaches-East York,16.801757122746206,12.414174737657323,1955.0982134947078,1461.3331846947906,12.038084118354147,0.9697047425824983,0.06772092897197021,29.702015952108624,3.101404775244502,0.738861694462362,1.767792245484733,66.9017865052922,12.038084118354147,1.7142365243471096,733.1,548.6,137.34,2,1130.0,3.535584490969466,24.076168236708295,6.202809550489004
20,2005,141.0,Scarborough Southwest,28.187889894639056,11.769449017298337,1963.224156456754,1005.5208687840502,3.771409344470814,0.3204406033729977,0.13955049024410776,29.832969216314297,13.809039659137724,0.4175356531223262,1.0583612085836944,58.77584354324608,3.771409344470814,0.3391419042651341,733.1,548.6,137.34,2,1130.0,2.116722417167389,7.542818688941628,27.61807931827545
21,2005,308.0,Scarborough Centre,28.201836526408336,13.669029535083613,1960.4264511138674,858.1402389160564,9.225720065623907,0.6749359961469623,0.22327893176298094,8.217578284761395,1.4819534377500225,0.4846857942135743,0.2913845088445362,61.573548886132585,9.225720065623907,0.1966658937387804,733.1,548.6,137.34,2,1130.0,0.5827690176890724,18.451440131247814,2.963906875500045
22,2005,301.0,Scarborough-Agincourt,21.39597748752067,4.292168652866637,1963.9315772267446,1033.6411457718898,1.184813061724434,0.27604065859181126,0.005957693407050983,0.0,0.0,0.20060633618492402,0.0,58.068422773255406,1.184813061724434,0.0,733.1,548.6,137.34,2,1130.0,0.0,2.369626123448868,0.0
